title,role,date,authors,price,downloads,revenue
"Businesses' Operating System Environments And Windows Vista Deployment Plans","Infrastructure & Operations",197213143.825973,"[]",,"4",
"Tapping The Full Potential Of Offshore Product Development","Sourcing & Vendor Management",197213144.839278,"[ ""John C. McCarthy"" ]","499","693",345807.0
"Web-Store Experiences: Electronics Retailers","Customer Experience",197299547.4323871,"[]","499","652",325348.0
"CIOs Must MAP A Strategic Application Plan","CIO",197299548.813627,"[ ""Phil Murphy"", ""Bobby Cameron"", ""Alex Cullen"" ]","499","1789",892711.0
"The Truth About Online Ad Exchanges","Marketing Leadership",197299549.8017659,"[ ""Shar VanBoskirk"", ""Christine Spivey Overby"" ]","499","1081",539419.0
"The ROI Of Interactive Chat","CIO",197299550.4473979,"[ ""Chip Gliedman"", ""Sharyn Leaver"", ""Jon Erickson"" ]","2495","1564",3902180.0
"SWOT Analysis: Cisco Unified Communications, Q4 2007","Infrastructure & Operations",197299550.891341,"[ ""Heidi Shey"" ]","2495","1110",2769450.0
"Services Providers: Are You Ready For The New IT Ecosystem?","CIO",197299551.597343,"[]","499","870",434130.0
"French Online Banking Forecast: 2008 To 2013","eBusiness & Channel Strategy",197299552.1028399,"[ ""Benjamin Ensor"", ""Michelle de Lussanet"" ]","2495","702",1751490.0
"Questions For Persona Creation Vendors","Customer Experience",197299553.1789169,"[ ""Moira Dorsey"" ]","499","512",255488.0
"Consumer Electronics Get Connected! – A Digital Home Report","Marketing Leadership",197385954.074405,"[ ""Michelle de Lussanet"" ]","499","804",401196.0
"EMEA IT Outsourcing Deals, Q3 2007","Sourcing & Vendor Management",197558757.4286411,"[]","499","414",206586.0
"How To Select A Market Research Portal Approach","CIO",197558758.8159189,"[ ""TJ Keitt"", ""Brad Bortner"" ]","499","524",261476.0
"Assessing Which Applications To Offshore","Sourcing & Vendor Management",197558763.7798469,"[ ""Diego Lo Giudice"" ]","2495","1559",3889705.0
"Home Servers In The Digital Home – A Digital Home Report","Marketing Leadership",197558769.0166221,"[ ""J. P. Gownder"", ""TJ Keitt"", ""Heidi Shey"" ]","499","704",351296.0
"How Oracle's Acquisition Of BEA Will Cause (con)Fusion","CIO",197558770.1375239,"[ ""John Brand"" ]",,"4",
"Industry Essential: The US Telecom Industry","eBusiness & Channel Strategy",197558771.4415081,"[]","2495","2144",5349280.0
"Sourcing Groups Must Respond To Change By Adjusting The Sourcing Profile","Sourcing & Vendor Management",197558772.974534,"[]","199","204",40596.0
"CEP Adoption Is Broader, Deeper, And More Business-Driven Than IT May Expect","Application Development & Delivery",197645179.8296361,"[]","2495","751",1873745.0
"EDS Reenters The Applications Consulting Market With SAP","CIO",197645180.3391941,"[ ""Christopher Mines"" ]","199","238",47362.0
"Optimize Consulting Delivery By Applying Industry And Domain Skills Strategically – A Client Choice Report","Sales Enablement",197645180.9501841,"[ ""Ellen Carney"" ]","499","372",185628.0
"Case Study: 1 Million Strong For Absa","Security & Risk",197645181.55247,"[]","499","248",123752.0
"The 2008 European Web Design Vendor Survey","Customer Experience",197645182.158242,"[ ""Craig Menzies"" ]","499","277",138223.0
"Forrester TechRadar™: Enterprise-Class Mobile Devices And Management Solutions, Q1 2008","Infrastructure & Operations",197645182.8249841,"[]","2495","1890",4715550.0
"How To Manage Multiple Telecom Services Providers","Sourcing & Vendor Management",197645183.405602,"[]","499","711",354789.0
"Microsoft Will Make Small Acquisitions","Enterprise Architecture",197645183.818753,"[ ""Andrew Bartels"", ""Sharyn Leaver"", ""Heidi Shey"" ]","2495","234",583830.0
"Search Engine Optimization Starts With Good Site Design","Marketing Leadership",197645184.4283431,"[ ""Shar VanBoskirk"", ""Harley Manning"" ]","499","1502",749498.0
"The Forrester Wave™: Enterprise Open Systems Virtual Tape Libraries, Q1 2008","Infrastructure & Operations",197645185.323683,"[ ""Stephanie Balaouras"" ]","2495","976",2435120.0
"What's The Right Pricing Model For Your New Consulting Or Systems Integration Project?","Sourcing & Vendor Management",197645186.3623991,"[ ""Tim Sheedy"", ""Liz Herbert"" ]","499","1129",563371.0
"Web 2.0 Pure Plays Might Be The Right Answer For Your Organization – A Social Computing Report","CIO",197731588.292063,"[ ""Rob Koplowitz"" ]","499","871",434629.0
"Germany Is A Complex But Lucrative Market For Indian Services Firms","Sourcing & Vendor Management",197731591.103941,"[]","499","376",187624.0
"Consolidating Java Workloads On System Z","Infrastructure & Operations",197731591.9513631,"[]","499","187",93313.0
"The Five Top Challenges Information And Knowledge Managers Must Master In 2008 – A Social Computing Report","Enterprise Architecture",197731592.9206121,"[ ""Kyle McNabb"", ""Rob Koplowitz"" ]","499","2766",1380234.0
"What Industry Marketers Need To Know Before Going Global","Sales Enablement",197731596.712153,"[ ""Ellen Carney"" ]","499","210",104790.0
"The Banking Industry Is Using Video To Better Meet Customer Needs","CIO",197731598.6366141,"[ ""Claire Schooley"" ]","499","1190",593810.0
"IBM Will Be The Most Aggressive Buyer Of Apps","Enterprise Architecture",197731599.580833,"[ ""Andrew Bartels"", ""Sharyn Leaver"", ""Heidi Shey"" ]","2495","283",706085.0
"Canadian Organizations Lead In Privacy","Security & Risk",197731603.4587049,"[]","499","222",110778.0
"Humanizing Direct-To-Consumer Marketing","Marketing Leadership",197731606.2210541,"[ ""Christine Spivey Overby"" ]","499","630",314370.0
"Don't Throw Away That Corporate Taxonomy Just Yet! – A Social Computing Report","Enterprise Architecture",197731608.2405839,"[ ""Leslie Owens"", ""Laura Ramos"" ]","499","790",394210.0
"Japanese Consumers Need Better Online Forms","Customer Experience",197818013.08746,"[ ""Jonathan Browne"", ""Ron Rogowski"" ]","499","171",85329.0
"Vista Early Adopter Research Trends","Marketing Leadership",197818014.2059159,"[ ""J. P. Gownder"", ""Heidi Shey"" ]","499","277",138223.0
"Sun To Acquire MySQL","CIO",197818015.0760951,"[ ""John Brand"" ]",,"2",
"The Forrester Wave™: Transportation Management Solutions, Q1 2008","Application Development & Delivery",197818016.7530129,"[ ""Sharyn Leaver"" ]","1749","1624",2840376.0
"Oracle Will Be An Active But Targeted Acquirer","Enterprise Architecture",197818017.440676,"[ ""Andrew Bartels"", ""Sharyn Leaver"", ""Heidi Shey"" ]","2495","280",698600.0
"Invitation-Based Access Begins To Enter The Enterprise","CIO",197818017.9949231,"[ ""John Brand"" ]",,"4",
"SAP Will Return To Mostly Organic Growth","Enterprise Architecture",197818018.485141,"[ ""Andrew Bartels"", ""Sharyn Leaver"", ""Heidi Shey"" ]","2495","317",790915.0
"The Last Hurrah For Big Software Acquisitions","CIO",197818018.952884,"[ ""Andrew Bartels"", ""Sharyn Leaver"", ""Heidi Shey"" ]","2495","474",1182630.0
"Top Consumer Broadband Trends For 2008 – A Digital Home Report","Marketing Leadership",197904421.403182,"[]","2495","1269",3166155.0
"The Forrester Wave™: SOA Service Life-Cycle Management, Q1 2008","Enterprise Architecture",197904426.6550739,"[ ""Randy Heffner"" ]","1749","1811",3167439.0
"Forrester's Best Practices Framework For Outsourcing Deal Assessment","Sourcing & Vendor Management",197904427.23228,"[]","499","1672",834328.0
"Executive Q&A: Mobile Site Reviews","Customer Experience",198163627.9386611,"[ ""Ron Rogowski"" ]","499","449",224051.0
"Building An Effective Vendor Management Office – A Client Choice Report","Sourcing & Vendor Management",198163628.599685,"[ ""John C. McCarthy"" ]","499","2688",1341312.0
"The State Of Enterprise Software Adoption: 2007 To 2008","eBusiness & Channel Strategy",198163630.47088,"[ ""Heidi Shey"" ]","2495","1671",4169145.0
"Expediting The Services Sourcing Process With Master Services Agreements","Sourcing & Vendor Management",198163631.010144,"[ ""William Martorelli"" ]","499","439",219061.0
"Understanding The US Video Game Player","CIO",198163632.104166,"[ ""TJ Keitt"" ]","499","1399",698101.0
"Top Enterprise Web 2.0 Predictions For 2008 – A Social Computing Report","CIO",198163632.554064,"[ ""Rob Koplowitz"" ]","2495","2622",6541890.0
"Defining SOA Service Life-Cycle Management – A Client Choice Report","Enterprise Architecture",198250033.1070399,"[ ""Randy Heffner"" ]",,"1636",
"Mobile Site Review Scorecard","Customer Experience",198250034.1545451,"[]","499","3",1497.0
"Toward A Next-Generation Services Sourcing Process: Making RFPs More Interactive","Sourcing & Vendor Management",198250036.0542819,"[ ""William Martorelli"" ]","499","601",299899.0
"Best Metrics For Java Server Performance","Infrastructure & Operations",198250037.0718589,"[]","499","311",155189.0
"How To Pick The Right BI Service Provider","Sourcing & Vendor Management",198336437.745635,"[ ""Tim Sheedy"", ""Boris Evelson"" ]","499","993",495507.0
"Trends 2008: Applications Licensing And Pricing","Application Development & Delivery",198336438.2915289,"[ ""Sharyn Leaver"" ]","499","909",453591.0
"Which Service Provider Is Right For Your Supply Chain Project?","Application Development & Delivery",198336438.7873089,"[ ""Sharyn Leaver"" ]","2495","1164",2904180.0
"The Forrester Wave™: Information-As-A-Service, Q1 2008","Application Development & Delivery",198336439.5757179,"[ ""Noel Yuhanna"" ]","2495","1640",4091800.0
"European Online Youth And Virtual Worlds – A Social Computing Report","Marketing Leadership",198422843.040704,"[ ""Michelle de Lussanet"" ]","499","646",322354.0
"Amdocs Is Positioned For Success In The NGOSS World","Infrastructure & Operations",198422844.1989501,"[ ""Michele Pelino"", ""Pascal Matzke"" ]","2495","438",1092810.0
"SRM Needs Services To Succeed","Infrastructure & Operations",198422844.8129649,"[ ""Stephanie Balaouras"" ]","499","241",120259.0
"Professional Survey Takers: Still A Threat!","Customer Insights",198422845.699297,"[ ""Brad Bortner"" ]","499","242",120758.0
"MNCs Will Embrace IP Convergence In 2008","Sourcing & Vendor Management",198422846.384155,"[]","499","367",183133.0
"Generational Workforce Strategies: Suggestions For Coping","CIO",198422848.130388,"[ ""Claire Schooley"" ]","499","560",279440.0
"European Financial Services Architecture Shows Clear Strategic Direction","Enterprise Architecture",198422849.8382189,"[ ""Jost Hoppermann"", ""Gene Leganza"" ]","499","653",325847.0
"MNCs Will Prioritize Mobility Support In 2008","Sourcing & Vendor Management",198422851.681993,"[]","499","289",144211.0
"Improving IT Service In Asia Pacific: Current And Future Challenges, 2008-2013","CIO",198509255.4049561,"[ ""John Brand"" ]",,"3",
"The Journey To IT Performance","CIO",198509256.4798901,"[ ""John Brand"" ]",,"4",
"Introducing Forrester's Industry Decision Tool For Technology Marketing","Sales Enablement",198768458.5150149,"[ ""Ellen Carney"" ]","499","317",158183.0
"The Forrester Wave™: Marketing Asset Management, Q1 2008","CMO",198768460.71172,"[ ""Stephen Powers"" ]","2495","965",2407675.0
"EA Adds A Fourth Pillar To IT Value Management","CIO",198768462.561738,"[ ""Alex Cullen"" ]","499","1005",501495.0
"The Design Guide For Online Customer Reviews – A Social Computing Report","Customer Experience",198768463.619801,"[ ""Megan Burns"" ]","499","1242",619758.0
"Technographics® Insight: European Online Shoppers Love Loyalty Cards","eBusiness & Channel Strategy",198768464.975677,"[ ""Reineke Reitsma"" ]",,"5",
"Inquiry Insights: Content Delivery Networks, Q4 2007","Infrastructure & Operations",198768465.8995099,"[]","499","555",276945.0
"Surfing Aloft: Airline Passengers Want In-Flight Internet Access","eBusiness & Channel Strategy",198768468.802798,"[ ""Carrie Johnson"" ]","499","318",158682.0
"Mobile IM Adoption Forecast Europe: 2007 To 2013","Marketing Leadership",198768470.5180321,"[ ""Michelle de Lussanet"" ]","499","846",422154.0
"US eCommerce Forecast: 2008 To 2012","eBusiness & Channel Strategy",198768474.7419479,"[ ""Sucharita Mulpuru"", ""Carrie Johnson"" ]","499","2140",1067860.0
"Demand/Supply Organization Models Have Pros And Cons","CIO",198854875.8452821,"[ ""Marc Cecere"", ""Alex Cullen"" ]","499","1106",551894.0
"Competition For Systems Integration Projects Increases In Australia And New Zealand","Sourcing & Vendor Management",198854876.8118949,"[ ""Tim Sheedy"" ]","499","237",118263.0
"The Forrester Wave™: Enterprise Marketing Platforms, Q1 2008","Customer Insights",198854877.641089,"[]","2495","2229",5561355.0
"The Forrester Wave™: Healthcare Claims Platforms, Q1 2008","Customer Experience",198854878.527535,"[ ""Carlton A. Doty"" ]","2495","1662",4146690.0
"RFP Alternatives For Buying IT Services","Sourcing & Vendor Management",198941280.2540481,"[ ""William Martorelli"" ]","199","610",121390.0
"Introducing Forrester's Vendor Positioning Review","Sales Enablement",198941282.02318,"[ ""Norbert Kriebel"", ""Pascal Matzke"" ]","499","768",383232.0
"How To Benefit From The New Offshore Reality","Sourcing & Vendor Management",198941286.421042,"[]","499","628",313372.0
"Oops! Data Leaks Are Not Just An American Problem","Security & Risk",198941288.175441,"[]","499","548",273452.0
"Using Social Media In B2B Marketing: Quick Fix Or Quagmire? – A Social Computing Report","CMO",199027690.1045461,"[ ""Laura Ramos"" ]","499","1283",640217.0
"Four Roles Needed To Support Persuasive Content Management Initiatives","Application Development & Delivery",199027691.524405,"[ ""Kyle McNabb"", ""Stephen Powers"" ]","499","689",343811.0
"Cost Analysis And Measurement Help Ensure Consolidation Success","Infrastructure & Operations",199027693.3807981,"[ ""James Staten"" ]","499","834",416166.0
"Tomorrow's Web Design Industry: What Web Site Owners Need To Know Now","Customer Experience",199027695.3934209,"[ ""Harley Manning"" ]","499","869",433631.0
"Technographics® Insight: Beauty Is In The Eye Of The Gen Y Consumer","Marketing Leadership",199027697.9654341,"[]",,"3",
"Cracking The Outsourcing Value Code","Sourcing & Vendor Management",199027700.00179,"[]","499","524",261476.0
"Top Social Computing Predictions For 2008 – A Social Computing Report","Marketing Leadership",199027703.4479041,"[ ""Josh Bernoff"" ]","499","2145",1070355.0
"Inquiry Insights: Web 2.0 Technologies, Q4 2007 – A Social Computing Report","Marketing Leadership",199027705.5461631,"[ ""Heidi Shey"" ]","499","713",355787.0
"Inquiry Insights: Unified Communications, Q4 2007","Infrastructure & Operations",199027711.5297761,"[ ""Heidi Shey"" ]","499","533",265967.0
"Microsoft Moves FAST","CIO",199027712.5170169,"[ ""John Brand"" ]",,"6",
"Build EA Artifacts That Matter","Enterprise Architecture",199027715.56775,"[ ""Gene Leganza"" ]","499","1028",512972.0
"Online Consumers Go Across Channels","Customer Experience",199027732.565779,"[]","499","844",421156.0
"The Business Process Consulting Landscape","Enterprise Architecture",199027735.993907,"[ ""Sharyn Leaver"" ]","2495","1603",3999485.0
"Unified Communications In Asia Pacific","CIO",199114137.683759,"[ ""Dane Anderson"" ]","599","7",4193.0
"The Belgian Market Is Enthusiastic For India's Brand Of Offshore Outsourcing","Sourcing & Vendor Management",199373339.737236,"[]","499","300",149700.0
