title,role,date,authors,authorscore,price,downloads,revenue
One In Five Firms Has Not Measured The Value Of Its Web 2.0 DeploymentsA Social Computing Report,CIO,183737632.63263297,[],0,,10,
IT Departments Play Key Role In The Acquisition And Deployment Of Web 2.0 TechnologiesA Social Computing Report,Marketing Leadership,183737633.401958,[u'Christopher Mines'],976051.8646288209,499,537,267963.0
The IT To Business Technology Transformation  Learning From Telcos,,183824034.22331405,"[u'Alex Cullen', u'Michele Pelino']",762713.256097561,,1446,
Usability And Cost Slow Mobile Internet Adoption,Customer Experience,183824034.98723698,[u'Ron Rogowski'],310971.2252747253,499,751,374749.0
The Social Technographics Profile Of European Online BuyersA Social Computing Report,Marketing Leadership,183824036.6354711,[u'Shar VanBoskirk'],722552.1900452488,499,459,229041.0
Corporate India Plugs Into Innovation Networks,CIO,183824037.79361296,[],0,499,267,133233.0
The Impact Of The Internet On German Consumers' Media Behavior,Marketing Leadership,183824038.49185205,[],0,499,479,239021.0
The State Of SMB Networks And Telecommunications: 2008,CIO,183824041.0750401,[u'Heidi Shey'],964897.6338028169,2495,977,2437615.0
The Small Business Of Small Business Servers,CIO,183824041.5982449,[u'John Brand'],28786.196261682242,,3,
Mobile Application Evaluations And Pilots By Industry,CIO,183824042.0994599,[],0,,9,
Limits To Growth For IT Organizations,CIO,183824042.63062,"[u'Marc Cecere', u'Bobby Cameron']",673266.3119266055,499,1163,580337.0
Role Overview: CMDB Manager,Infrastructure & Operations,183824043.05731606,[u'Eveline Oehrlich'],626761.8120300752,,1143,
Stretching Your Project Management Muscles,Application Development & Delivery,183910443.84980607,[],0,499,1353,675147.0
To Share Or Not To Share IP: That Is The Question,CIO,183910444.6552441,"[u'Stefan Ried, Ph.D.', u'Peter Burris']",1771496.7567567567,499,323,161177.0
Unified Communications Trials Explode,Infrastructure & Operations,183910445.27294993,[],0,499,403,201097.0
"The Forrester Wave: Functional Testing Solutions, Q3 2008",Application Development & Delivery,183910447.18745494,[u'Mike Gualtieri'],1000810.6666666666,2495,1985,4952575.0
"""Facebook For The Enterprise"": Catchy PhraseOr A Strategy For Collaboration?A Social Computing Report",CIO,183910447.87833095,[u'Ted Schadler'],762666.4326923077,499,1639,817861.0
Emergency Communication: What To Do When You Declare A Disaster,Infrastructure & Operations,183910448.5841539,[u'Stephanie Balaouras'],634238.0085714286,499,859,428641.0
What Your Business Can Learn About Disaster Recovery From Financial Institutions,Infrastructure & Operations,183910449.20841503,[u'Stephanie Balaouras'],634238.0085714286,499,747,372753.0
Retaining Online Leisure Travelers Who Want To Use Offline Travel Agents,eBusiness & Channel Strategy,183910451.0606029,[u'Carrie Johnson'],383516.32446808513,499,501,249999.0
The Three Segments Of US Online Business Travelers,eBusiness & Channel Strategy,183910451.7463069,[],0,499,578,288422.0
Strong Project Managers Drive Successful Web Design Projects,Customer Experience,183910452.3220501,[u'Craig Menzies'],268961.0,499,595,296905.0
Using BPM To Improve Operational Efficiency,Enterprise Architecture,183996853.12811399,[u'Gene Leganza'],535101.093877551,499,1042,519958.0
Using BPM To Support Innovation,Enterprise Architecture,183996853.8390391,[u'Gene Leganza'],535101.093877551,499,860,429140.0
2007 SOA Country Adoption Trends In Asia Pacific,CIO,183996854.44720697,"[u'Tim Sheedy', u'Stefan Ried, Ph.D.']",1771496.7567567567,499,272,135728.0
Optimizing eCommerce Analytics,eBusiness & Channel Strategy,183996855.044271,[u'Carrie Johnson'],383516.32446808513,499,1427,712073.0
High-Tech And Manufacturing Marketers Ramp Up Interactive Marketing Spend,Marketing Leadership,183996855.63908696,"[u'Shar VanBoskirk', u'Laura Ramos']",722552.1900452488,499,414,206586.0
Retail Multichannel IT Road Map,Application Development & Delivery,183996856.45984292,"[u'George Lawrie', u'Sharyn Leaver']",610513.6403508772,499,1587,791913.0
The Secret To Email Delivery,Marketing Leadership,183996857.13316202,"[u'Shar VanBoskirk', u'Josh Bernoff']",722552.1900452488,499,782,390218.0
IT Outsourcers Enhance Buyers' Options For Enterprise Managed Security Services,Sourcing & Vendor Management,183996857.617136,[u'Khalid Kark'],601279.7472527473,2495,875,2183125.0
Market Overview: Manufacturing Execution Systems,Application Development & Delivery,183996858.21349096,[u'Sharyn Leaver'],610513.6403508772,2495,1019,2542405.0
Aligning Sourcing Processes With Corporate Sustainability,Sourcing & Vendor Management,183996858.9163661,[],0,499,514,256486.0
Microsoft Simplifies Its Volume Licensing,Sourcing & Vendor Management,184342463.8440411,"[u'Duncan Jones', u'Christopher Voce']",548253.4705882353,199,458,91142.0
Thought-Leaders Are In Over-Supply: Herald The Era Of Thought-Movers,CIO,184342464.3360231,[u'John Brand'],28786.196261682242,,5,
Forrester's Green RFP/RFI,Sourcing & Vendor Management,184342464.76658297,[],0,499,10,4990.0
How Tech Vendors Can Help Indian Firms Innovate,CIO,184342465.61841893,[u'Pascal Matzke'],1017670.4539877301,499,340,169660.0
The Risks Of Unmanaged Managed Services,CIO,184342466.27133012,[u'John Brand'],28786.196261682242,,4,
"Publishers Must Focus On Audience, Not ContentA Social Computing Report",eBusiness & Channel Strategy,184342467.025285,[u'Carrie Johnson'],383516.32446808513,499,553,275947.0
Understanding How Financial Services Firms Manage Tech Buying In A Downturn,Sales Enablement,184342467.67013907,[u'Ellen Carney'],356439.6551724138,499,759,378741.0
Creating An M&A Integration Assessment Framework,CIO,184342468.34439993,[u'Alex Cullen'],526304.5814977974,499,19,9481.0
Open Source Adoption: Notes From The Field,Application Development & Delivery,184342468.95647097,"[u'Jeffrey S. Hammond', u'Diego Lo Giudice']",755414.43125,499,998,498002.0
Technographics Insight: Younger Hispanics Prefer Spanish Online,Marketing Leadership,184428870.0834551,[],0,,2,
Internal Blogging: Value Outweighs Risk If You Address Management Concerns Early,CIO,184428870.6193099,[],0,499,633,315867.0
The Persuasive Content Architecture,Enterprise Architecture,184428871.37943792,"[u'Craig Le Clair', u'Stephen Powers', u'Kyle McNabb']",1197000.4537815126,499,952,475048.0
Transitioning To A New IT Model,CIO,184428872.321445,[u'Marc Cecere'],673266.3119266055,499,59,29441.0
A Guide To Building Role Profiles,Sales Enablement,184428873.01830912,[u'Ellen Carney'],356439.6551724138,499,594,296406.0
Archiving: Finding Data In 2050,Infrastructure & Operations,184515273.551852,[u'Stephanie Balaouras'],634238.0085714286,499,727,362773.0
IT In The Insurance Industry: Emerging Trends And Market Opportunities In Asia Pacific,CIO,184515274.02896094,[u'Dane Anderson'],56686.714765100674,2495,14,34930.0
The Social Technographics Of Device OwnersA Social Computing Report,Marketing Leadership,184515274.79699492,[u'Josh Bernoff'],610078.3982300885,499,563,280937.0
SAP's Business ByDesign Faces Delayed Ramp-Up,Enterprise Architecture,184515275.321306,"[u'Paul D. Hamerman', u'Sharyn Leaver']",860365.0378378378,199,302,60098.0
The Dual-Monitor Product Bundling Opportunity,Marketing Leadership,184515275.91356897,"[u'J. P. Gownder', u'Michelle de Lussanet']",652193.1055900621,499,175,87325.0
North American And European Enterprise VoIP Service Adoption,CIO,184515276.433074,[],0,,7,
What Consumers Want From Insurers,Customer Experience,184515277.16803193,[],0,499,598,298402.0
North American And European Enterprise Landline Service Adoption,CIO,184515277.80288506,[],0,,3,
Telecom And Network Information Sources For SMBs,CIO,184515278.5378921,[],0,,3,
Firms Can Benefit From SaaS In Times Of Economic Uncertainty,Sourcing & Vendor Management,184515279.51464295,[u'Liz Herbert'],650577.5357142857,499,635,316865.0
All Interfaces Are Not Created Equal,Enterprise Architecture,184515281.9526379,[u'Gene Leganza'],535101.093877551,499,459,229041.0
Web Site Copy That Builds Brands,Customer Experience,184515282.577245,"[u'Ron Rogowski', u'Harley Manning']",435214.775862069,499,1007,502493.0
Forrester's Best Practices Framework For HCM Self-Assessment,Application Development & Delivery,184515283.23095608,[],0,499,13,6487.0
Financial Services Firms Open Up About Customer Acquisition Costs,eBusiness & Channel Strategy,184515284.223768,[u'Carrie Johnson'],383516.32446808513,499,782,390218.0
"The Forrester Wave: IT Risk And Compliance Software, Q2 2008",Security & Risk,184601685.010211,[u'Khalid Kark'],601279.7472527473,1749,1648,2882352.0
Unified Communications Adoption Plans,Infrastructure & Operations,184601685.810858,[],0,499,806,402194.0
Business Service Management Market Update,Sales Enablement,184601686.4779191,"[u""Peter O'Neill""]",800843.4126984127,499,666,332334.0
"A Federated CMDB Remains Distant, But Start Now",Infrastructure & Operations,184601688.1111939,"[u""Glenn O'Donnell"", u'Eveline Oehrlich', u""Peter O'Neill""]",800843.4126984127,499,915,456585.0
CMOs Need To Initiate Marketing-Sales Collaboration,CMO,184601688.8700769,[],0,499,594,296406.0
Bank Relationships Differ Across Ethnic Groups,Customer Experience,184601689.68123603,[],0,499,373,186127.0
Inquiry Insights: Why Do So Many Roles Have Market Research Questions?,Customer Insights,184601690.65756798,"[u'Brad Bortner', u'Heidi Shey']",964897.6338028169,499,210,104790.0
Privileged User Management Market Overview,Security & Risk,184601691.31300902,[u'Andras Cser'],901886.41,2495,1026,2559870.0
The Impact Of The Internet On Spanish Consumers' Media Behavior,Marketing Leadership,184860891.9639771,[],0,499,408,203592.0
"Online Shopping In Poland: How To Turn ""Lookers"" Into ""Buyers""",eBusiness & Channel Strategy,184860892.56114197,[u'Reineke Reitsma'],249911.24621212122,2495,421,1050395.0
"Forrester TechRadar: Enterprise Content Management, Q2 2008",Application Development & Delivery,184860893.23537588,"[u'Craig Le Clair', u'Stephen Powers', u'Rob Koplowitz']",1197000.4537815126,2495,2735,6823825.0
Database Marketing Fundamentals For B2B MarketersA Client Choice Report,Customer Insights,184860894.90774202,[u'Laura Ramos'],364747.8735632184,499,670,334330.0
Laying The Foundation: WiMAX In Asia Pacific 2008,Infrastructure & Operations,184860895.66019297,[u'Bryan Wang'],225241.23529411765,2495,3,7485.0
CIOs: Use An SOA Investment Road Map To Reach Strategic SOA,CIO,184860896.29422307,"[u'Alex Cullen', u'Randy Heffner']",573496.5541401274,499,735,366765.0
A Consumer Market Researcher's Introduction To Reinventing The Corporate LibraryAn Information Workplace Report,Marketing Leadership,184860897.52482796,"[u'Ted Schadler', u'Leslie Owens']",762666.4326923077,499,459,229041.0
"Develop Your ""Design For People"" Game PlanAn Information Workplace Report",Enterprise Architecture,184860898.1600101,[u'Rob Koplowitz'],976423.7570093458,499,613,305887.0
Enterprise Architects Play A Key Role In Uncertain Economic Times,Enterprise Architecture,184947298.83563495,"[u'Gene Leganza', u'Randy Heffner']",573496.5541401274,499,681,339819.0
NetIQ's Innovation Targets Diversity And Costs,Infrastructure & Operations,184947299.25755405,[u'Jean-Pierre Garbani'],1019003.2824858757,2495,145,361775.0
Europeans Show Little Interest In Contactless Payments,eBusiness & Channel Strategy,184947299.86033893,[u'Benjamin Ensor'],432286.46875,499,576,287424.0
Oracle Focuses On Business Value,Infrastructure & Operations,184947300.31413603,[u'Jean-Pierre Garbani'],1019003.2824858757,2495,316,788420.0
Industry Motivations For Pursuing Green IT,CIO,184947300.837188,[u'Christopher Mines'],976051.8646288209,,13,
Technographics Insight: Different Video Game Console Brands Find Different Niches,Marketing Leadership,184947304.78297997,[],0,,4,
Telecom And Network Information Sources For Enterprises,CIO,184947305.401098,[],0,,3,
Oracle List Prices Shift: Don't Panic,Enterprise Architecture,184947305.97332406,[u'Sharyn Leaver'],610513.6403508772,199,303,60297.0
Introducing The Youth TechStyle SegmentationA Digital Home Report,Marketing Leadership,184947307.5553131,[u'Ted Schadler'],762666.4326923077,2495,1182,2949090.0
Use A Comprehensive Set Of Criteria When Selecting An IC-BPMS Tool,Enterprise Architecture,185033708.1789639,"[u'Henry Peyret', u'Gene Leganza']",580655.0608695652,2495,1014,2529930.0
Threat Report: The Trends And Changing Landscape Of Malware And Internet Threats,Security & Risk,185033708.71566296,[],0,499,1015,506485.0
"Technographics Survey Highlights: North American Retail Online Survey, Q1 2008",eBusiness & Channel Strategy,185033709.42093706,[],0,,2,
SOA Governance Communities: Which One Should A Vendor Join?,CIO,185033710.0467379,"[u'Stefan Ried, Ph.D.', u""Peter O'Neill""]",1771496.7567567567,2495,452,1127740.0
Spam Management Best Practices,Security & Risk,185033710.62466598,[],0,499,419,209081.0
Social LoyaltyA Social Computing Report,CMO,185033711.30991507,[],0,499,1711,853789.0
Enterprise Instant Messaging Security,Security & Risk,185033711.953089,[],0,499,601,299899.0
North American And European SMB VoIP Technologies Adoption,CIO,185120112.41955996,[],0,,5,
SharePoint Success Will Take a Village,CIO,185120113.00802898,"[u'Rob Koplowitz', u'Craig Le Clair', u'Kyle McNabb']",1197000.4537815126,499,1665,830835.0
Learn From A Community: The eLearning Guild,CIO,185120113.49508095,[u'Claire Schooley'],747763.2150537635,199,449,89351.0
"Green IT Awareness And Strategy In The US, Europe, And Asia Pacific",CIO,185120113.9474721,[u'Christopher Mines'],976051.8646288209,,12,
Topic Overview: ERP Applications 2008,Enterprise Architecture,185120114.928864,[u'Paul D. Hamerman'],860365.0378378378,,3722,
ERP Applications 2008: The Battle Goes Vertical,Enterprise Architecture,185206515.69959807,"[u'Paul D. Hamerman', u'Sharyn Leaver']",860365.0378378378,2495,2322,5793390.0
A Deep Dive Into Europeans' Online BehaviorA Digital Home Report,Marketing Leadership,185206516.58659792,[u'Reineke Reitsma'],249911.24621212122,499,1342,669658.0
North American And European SMB Access Technology Landscape,CIO,185206517.1027341,[],0,,4,
"Customer Advocacy 2008: How US Consumers Rate Their Banks, Brokerages, And Insurers",eBusiness & Channel Strategy,185206518.75883198,"[u'Bill Doyle', u'Peter Wannemacher']",347580.4244604317,499,945,471555.0
"Technographics Survey Highlights: Hispanic Technographics Consumer Technology and Marketing Phone Survey, Q1 2008A Social Computing Report",Marketing Leadership,185206519.3617239,[],0,,1,
"Building A ""Starter Set"" Of SLAs For Managed Application Outsourcing Relationships",Sourcing & Vendor Management,185206519.96388412,[u'William Martorelli'],734511.6578947369,499,865,431635.0
Global Enterprise Web 2.0 Spending Forecast,CIO,185206520.69474506,[],0,,6,
"Technographics Survey Highlights: North American Technographics Media And Marketing Online Survey, Q2 2008A Social Computing Report",Marketing Leadership,185206521.16951895,[u'Ted Schadler'],762666.4326923077,,2,
Case Study: Web 2.0 Propels StackSafe's DebutA Social Computing Report,Sales Enablement,185206522.00646496,[u'Laura Ramos'],364747.8735632184,499,340,169660.0
Incident Response Planning,Security & Risk,185206523.56402397,[],0,499,746,372254.0
The Social Technographics Profile Of US InvestorsA Social Computing Report,eBusiness & Channel Strategy,185206524.15885305,"[u'Bill Doyle', u'Benjamin Ensor', u'Peter Wannemacher']",432286.46875,499,729,363771.0
